# Generated by ChargePol
#charge (pos/neg), time (UT sec), bottom height of layer (km), depth of layer (km), x distance from LMA center (km), y distance from LMA center (km), longitude, latitude
charge,time,zmin,zwidth,x,y,lon,lat
pos,86027.042714,9.454030,2.984400,66.616910,-7.908173,-106.467659,33.916061
pos,86050.438267,10.740240,2.470110,72.656530,-16.769096,-106.402222,33.836464
pos,86324.115861,7.980960,1.535580,50.567157,-24.705834,-106.641541,33.765167
pos,86231.082029,9.752570,2.012580,29.231160,-64.219209,-106.872696,33.410213
pos,86155.975234,6.720850,3.300240,75.174509,-23.029299,-106.374947,33.780228
pos,86382.120269,8.180330,1.605160,67.089740,21.910954,-106.462532,34.183933
pos,86088.762066,9.608920,2.466240,49.288623,-31.655659,-106.655396,33.702736
pos,85808.926926,9.769350,1.136150,75.555295,20.622569,-106.370819,34.172359
pos,85890.329094,11.440610,2.015671,73.686039,-17.938108,-106.391068,33.825962
pos,86061.889056,9.314870,1.765111,44.874910,-32.573381,-106.703209,33.694492
pos,86231.519989,9.521060,2.527810,-1.475704,-2.595345,-107.205376,33.963787
pos,86396.073921,9.293500,1.983900,66.775781,21.241100,-106.465935,34.177914
pos,86354.832647,9.530849,1.889311,46.896102,-28.323879,-106.681313,33.732666
pos,86056.141768,9.634550,1.817030,28.409696,-63.659603,-106.881592,33.415237
pos,86156.091588,5.098610,0.955340,67.386678,21.913995,-106.459320,34.183960
pos,85879.331542,6.826480,4.137260,50.664875,-20.581026,-106.640480,33.802219
pos,86121.163809,10.261720,2.809669,71.637107,-18.417878,-106.413269,33.821651
pos,86321.810937,9.469000,2.016020,59.049103,20.192221,-106.549644,34.168491
pos,86018.265298,8.692510,2.132231,70.306878,15.602089,-106.427681,34.127258
pos,86280.316880,10.886350,0.667790,51.874060,32.696660,-106.627380,34.280823
pos,86056.621039,10.476890,3.156670,-0.514912,-0.375172,-107.194962,33.983734
pos,86102.001923,9.346670,1.292650,66.306103,20.948372,-106.471024,34.175285
pos,85899.395542,10.114230,2.318710,52.675980,-36.094864,-106.618690,33.662857
pos,86148.625223,6.748960,3.379941,53.899034,-35.125820,-106.605446,33.671562
pos,86251.443723,6.861200,2.260370,68.128076,21.660804,-106.451286,34.181686
pos,85984.512310,9.346930,2.131941,67.761159,22.703982,-106.455261,34.191055
pos,86165.114787,9.320550,2.434390,67.568875,20.680735,-106.457344,34.172882
pos,86325.093082,8.162610,2.069921,51.964843,-39.233900,-106.626396,33.634659
pos,86208.874772,9.263440,2.719620,30.163581,-63.744380,-106.862595,33.414478
pos,85951.913151,8.941290,1.964630,54.669433,5.574815,-106.597099,34.037182
pos,86068.657750,9.009809,1.787861,53.626054,30.252189,-106.608398,34.258862
pos,86002.376420,6.786230,1.628790,73.708735,-12.633644,-106.390823,33.873611
pos,86300.717512,9.604410,1.812660,27.960192,-64.348465,-106.886467,33.409050
pos,86091.104012,9.654550,1.416460,29.398857,-63.011799,-106.870880,33.421059
pos,86314.438314,9.934010,2.121550,55.432266,-28.857253,-106.588829,33.727875
pos,86013.581417,10.141460,1.914310,70.007419,22.158442,-106.430923,34.186157
pos,86023.038333,9.764630,3.329101,77.485704,-25.658531,-106.349907,33.756607
pos,86088.054719,10.443410,2.261900,52.681654,-37.812077,-106.618629,33.647430
pos,85927.619358,9.038450,1.571630,32.155773,-66.891399,-106.841011,33.386208
pos,86280.595420,10.882139,2.648611,74.893963,-19.220410,-106.377983,33.814442
pos,86367.872889,9.415730,1.654329,71.316213,22.117765,-106.416748,34.185791
pos,86183.044027,9.562500,2.352691,66.860260,21.143398,-106.465019,34.177036
pos,86370.723300,11.924300,2.458730,74.121673,-17.135196,-106.386353,33.833176
pos,86247.982110,10.855790,2.375870,71.124559,-18.552457,-106.418823,33.820442
pos,85863.871494,10.873401,1.772599,74.773549,-16.389689,-106.379288,33.839870
pos,85916.887958,9.019460,2.105281,-0.674414,-5.794447,-107.196693,33.935051
pos,86066.110729,12.176360,2.017510,73.411167,-17.768174,-106.394051,33.827488
pos,86137.934977,9.589129,1.348321,73.450254,21.554738,-106.393623,34.180733
pos,86191.791803,9.755111,3.043389,54.101406,-40.244003,-106.603249,33.625584
pos,86050.711275,10.015500,3.012500,77.009721,-24.361023,-106.355064,33.768265
pos,86211.022813,9.633800,2.003641,71.996458,21.117546,-106.409378,34.176804
pos,86217.233562,9.834360,2.422359,47.767371,27.946859,-106.671875,34.238155
pos,86014.022770,9.393741,1.626249,28.417261,-63.212908,-106.881516,33.419250
pos,86366.974067,9.750850,2.871640,56.132685,-68.259239,-106.581245,33.373920
pos,86170.592924,8.874840,2.245021,49.393276,25.042006,-106.654259,34.212059
pos,85864.948583,9.415420,2.297550,65.938556,23.245719,-106.475006,34.195923
pos,86244.867067,8.894231,1.996609,52.831699,-22.574620,-106.617004,33.784313
pos,86370.800318,10.666400,2.528880,76.226714,-25.699209,-106.363548,33.756245
pos,85840.204831,9.587750,1.335769,73.738365,22.079748,-106.390503,34.185448
pos,85924.168785,9.846540,0.537549,71.241191,21.902590,-106.417557,34.183857
pos,86227.045438,9.805480,1.652789,49.284841,-27.558604,-106.655434,33.739540
pos,86275.315505,9.526010,1.578050,68.926844,21.351349,-106.442635,34.178905
pos,85997.052520,9.886519,1.702051,49.434886,-25.524332,-106.653809,33.757812
pos,86216.131159,10.380361,1.637569,64.088844,19.995675,-106.495049,34.166729
pos,86121.946388,5.357950,1.029050,68.806430,20.910736,-106.443939,34.174946
pos,86014.315958,9.326469,2.036370,51.805342,32.867735,-106.628128,34.282360
neg,86275.335584,10.716220,2.136181,53.922991,-36.084220,-106.605186,33.662952
neg,86249.636518,6.538450,1.702640,-0.255171,-1.510729,-107.192146,33.973534
neg,86192.737002,7.908400,1.398470,72.316092,21.841003,-106.405914,34.183304
neg,86138.785305,6.935360,1.128910,-1.052048,-0.358064,-107.200783,33.983887
neg,86337.083012,7.506420,2.651719,29.417770,-65.614800,-106.870674,33.397675
neg,86349.486044,6.276780,2.536500,67.175480,21.056720,-106.461609,34.176258
neg,85992.976649,8.872900,0.605100,44.535102,-28.210970,-106.706894,33.733681
neg,86202.657681,7.121740,2.278359,64.052278,21.299646,-106.495445,34.178440
neg,86116.361507,9.584250,1.699510,73.530951,-23.765682,-106.392754,33.773613
neg,86301.510015,8.653630,1.692699,55.677507,-38.543898,-106.586174,33.640858
neg,85819.839901,6.036100,1.013010,32.205578,-65.572602,-106.840469,33.398056
neg,86184.214115,5.386540,2.188230,60.553334,22.218129,-106.533348,34.186691
neg,85925.217760,10.102210,1.357440,75.289879,23.562017,-106.373695,34.198765
neg,85849.766603,6.948430,2.041610,70.731795,22.923718,-106.423080,34.193031
neg,85956.577238,6.547170,1.540150,67.051914,19.963741,-106.462944,34.166439
neg,86095.409955,6.324160,1.944680,47.844284,25.543446,-106.671043,34.216564
neg,86005.783862,6.566270,2.290570,0.875839,-0.778529,-107.179893,33.980110
neg,85811.106389,6.628280,1.490050,0.740295,-3.716836,-107.181366,33.953712
neg,86338.054592,7.427430,1.826800,61.859606,21.289001,-106.519196,34.178345
neg,86200.150884,7.258020,1.942000,47.910481,-28.740922,-106.670326,33.728920
neg,86327.196177,7.232900,0.709150,76.843285,-28.198804,-106.356865,33.733788
neg,85997.149344,7.163110,2.075681,73.330470,20.924422,-106.394920,34.175072
neg,85940.469113,4.247670,3.843280,-8.522767,1.004073,-107.281723,33.996124
neg,86046.456918,7.732130,1.814580,66.555127,21.272654,-106.468330,34.178200
neg,86349.571802,6.780700,1.442689,72.863945,-23.745533,-106.399979,33.773792
neg,85826.729654,9.900620,0.312570,50.398199,33.090133,-106.643372,34.284355
neg,86384.338277,8.313730,0.471210,78.132535,-19.767850,-106.342896,33.809525
neg,85893.148721,5.492130,2.879120,-17.438456,3.267965,-107.378311,34.016460
neg,86242.193214,9.499610,1.971680,52.845568,-36.560568,-106.616859,33.658672
neg,85895.519317,7.094370,1.968019,73.435124,-25.516729,-106.393791,33.757881
neg,86124.357080,7.462110,1.030650,29.273400,-68.707455,-106.872238,33.369892
neg,85959.584887,8.403780,1.267190,65.898208,22.846164,-106.475441,34.192333
neg,86372.629874,7.154880,2.893080,29.272769,-65.217146,-106.872246,33.401249
neg,86238.984893,7.482830,1.863660,62.195001,6.170156,-106.515564,34.042530
neg,85843.546369,7.421770,1.830270,67.737203,23.005073,-106.455521,34.193760
neg,86219.445135,9.923639,1.126961,68.966562,24.197656,-106.442200,34.204475
neg,86212.184431,7.933900,2.115891,73.350645,-17.580751,-106.394707,33.829174
neg,86080.712085,7.219390,2.858891,69.376978,21.279497,-106.437752,34.178261
neg,86372.933221,5.991600,1.421590,-0.096300,-3.878407,-107.190430,33.952263
neg,86292.250255,6.993310,1.470200,62.776897,21.950111,-106.509262,34.184284
neg,85999.990949,11.263411,2.096800,51.869647,-39.914778,-106.627426,33.628544
neg,86145.873684,8.074471,1.191950,68.056206,22.699039,-106.452065,34.191013
neg,86134.140599,6.955800,1.162710,48.820206,31.777037,-106.660469,34.272560
neg,85884.118092,5.427090,2.522560,-3.233372,-0.318527,-107.224419,33.984241
neg,86066.547856,10.326750,0.879701,30.501498,-68.824547,-106.858932,33.368843
neg,85807.097905,6.405170,0.445820,55.255112,21.852789,-106.590752,34.183411
neg,85861.738382,6.799350,0.000000,-0.599391,-0.291915,-107.195877,33.984482
neg,86103.135667,7.224070,1.702420,52.573218,-39.221354,-106.619804,33.634773
neg,85957.806244,6.472190,0.583170,55.473875,-36.576155,-106.588379,33.658535
neg,86257.649580,7.961630,0.000000,29.021854,-64.370135,-106.874962,33.408855
neg,85957.869323,10.046941,1.667520,74.117260,-17.080452,-106.386398,33.833668
neg,85930.673248,13.148480,3.196729,64.206736,-20.148016,-106.493767,33.806110
neg,86072.161166,6.996870,1.636950,70.198442,24.479359,-106.428856,34.207005
neg,86190.256930,11.100990,1.946760,72.219004,-7.428783,-106.406967,33.920368
neg,86387.336576,6.994380,1.726890,62.202566,22.002194,-106.515480,34.184753
neg,86383.771477,6.529080,1.772390,1.378300,-2.750073,-107.174454,33.962399
neg,86150.112873,3.847930,2.900210,59.131060,14.963029,-106.548759,34.121517
neg,86303.998337,7.125910,1.520030,-2.792063,-7.134154,-107.219635,33.923016
neg,85833.628044,6.098710,2.978070,50.056500,-25.504944,-106.647072,33.757988
neg,86152.223020,7.599430,1.447330,68.324773,21.821615,-106.449158,34.183128
neg,85851.676922,5.849130,2.160070,-2.062644,2.563516,-107.211731,34.010132
neg,85958.287551,6.240120,2.119520,47.322910,28.089421,-106.676689,34.239433
neg,86306.974488,6.939440,0.723220,31.273157,-69.379970,-106.850571,33.363853
neg,86138.935666,5.574110,3.031890,75.345358,-24.290312,-106.373093,33.768898
neg,86026.276652,7.349210,1.471090,68.711233,21.344886,-106.444969,34.178848
neg,85806.469320,6.069700,1.079230,55.796030,19.953096,-106.584892,34.166344
neg,86014.604071,6.357740,1.347720,-17.127649,2.048010,-107.374947,34.005501
neg,85934.237061,8.086290,3.339610,61.580321,21.656623,-106.522224,34.181648
neg,85959.687143,10.280951,1.905819,52.390390,-23.687367,-106.621788,33.774315
neg,86296.371334,7.840020,1.479461,31.263700,-65.241857,-106.850677,33.401024
neg,86098.337603,8.437780,2.174029,78.123709,-19.124608,-106.342995,33.815304
neg,85988.661953,5.492640,1.895840,-20.593811,-0.942761,-107.412498,33.978634
neg,86030.355556,8.458040,2.597810,73.203121,-17.768554,-106.396301,33.827484
neg,85909.229412,10.833300,2.761781,79.044783,-24.989438,-106.333015,33.762619
neg,86364.994037,7.175290,4.287930,51.829298,-37.571431,-106.627869,33.649593
neg,86282.291071,8.630111,0.865299,29.862231,-64.571623,-106.865860,33.407047
neg,86088.641637,6.482810,1.519840,-1.176244,-4.256293,-107.202126,33.948868
neg,86315.404735,8.780030,1.312799,29.831970,-64.303986,-106.866188,33.409451
neg,85812.418365,11.612090,1.658860,51.321163,-37.517828,-106.633369,33.650074
neg,85877.101719,6.833010,1.447701,0.795773,-3.330207,-107.180763,33.957188
neg,86163.263954,5.931130,2.822690,64.793046,-37.250191,-106.487419,33.652477
neg,86184.826292,7.465390,1.269670,69.881961,22.485006,-106.432281,34.189091
neg,86177.305619,4.893620,1.014360,76.678109,-25.355918,-106.358658,33.759327
neg,85951.223429,6.912240,1.864330,0.220181,-1.222183,-107.186996,33.976124
neg,85915.082005,6.472290,2.065479,69.767221,18.790547,-106.433525,34.155903
neg,86239.962823,6.883300,1.489150,-0.057843,-7.298766,-107.190010,33.921535
neg,86130.331516,7.773300,0.635630,70.784752,21.138836,-106.422501,34.176998
neg,86203.717844,8.244679,0.861111,48.888294,-39.296247,-106.659729,33.634098
neg,86120.692032,7.520240,1.610170,67.512766,22.157682,-106.457954,34.186150
neg,86254.046218,7.811310,0.000000,55.576637,-36.076236,-106.587265,33.663025
neg,86282.697303,5.919360,0.678071,74.651874,-24.736247,-106.380608,33.764893
neg,86109.670956,6.507930,2.861629,72.178025,-19.530246,-106.407410,33.811661
neg,86169.848772,7.590060,1.886550,45.611895,-32.833035,-106.695229,33.692158
neg,86010.613016,9.120370,2.359040,72.506485,-17.192601,-106.403847,33.832661
neg,86287.045693,7.111260,1.387850,-0.139800,-1.787111,-107.190903,33.971050
neg,86317.182155,6.357770,1.454020,55.642833,28.075355,-106.586548,34.239307
neg,85998.331440,6.576500,1.801929,63.340511,23.140413,-106.503151,34.194977
neg,85980.927355,6.496340,2.007811,54.634128,28.677539,-106.597481,34.244717
neg,85845.031017,8.433570,2.127940,74.853615,-18.455895,-106.378418,33.821312
neg,86359.357014,6.858200,2.250791,63.498751,21.301927,-106.501442,34.178463
neg,85898.805619,3.978870,4.461679,66.468756,22.951470,-106.469261,34.193279
neg,86201.789976,7.589880,2.350120,53.262290,-37.543679,-106.612343,33.649841
neg,86186.252714,6.594590,1.324740,52.986157,31.379763,-106.615334,34.268993
neg,85816.740674,6.645620,1.984429,72.263765,25.500867,-106.406479,34.216183
neg,86110.093472,7.066810,2.253459,47.774305,-29.936546,-106.671799,33.718178
neg,86010.764246,7.321390,0.868840,31.987446,-67.348360,-106.842834,33.382103
neg,85887.690155,7.406240,5.175220,80.705993,-22.422553,-106.315018,33.785679
neg,85911.784717,6.745720,1.506299,48.812010,29.956420,-106.660553,34.256207
neg,86134.734779,7.984090,1.950490,66.519822,-8.303546,-106.468712,33.912510
neg,85838.166555,6.811470,1.998090,-0.529413,1.909249,-107.195122,34.004253
neg,86069.907909,8.060280,1.759130,55.187024,-36.793991,-106.591492,33.656578
neg,86267.221822,6.524350,2.178090,0.153354,-1.814863,-107.187721,33.970798
neg,86026.553303,6.412660,1.316320,26.619245,-68.830249,-106.900993,33.368790
neg,86293.907262,7.407490,1.855290,73.613538,-12.430254,-106.391853,33.875439
neg,85875.860631,6.040580,1.279830,49.161274,25.629744,-106.656769,34.217339
neg,86154.123836,7.658450,2.395210,80.202272,-20.945606,-106.320473,33.798946
neg,86020.067712,6.792310,1.999840,0.558097,-0.514313,-107.183342,33.982483
neg,85973.264006,6.803120,2.512741,66.929608,19.512103,-106.464272,34.162384
neg,85944.746502,9.382610,1.039689,72.846923,-18.320175,-106.400162,33.822529
neg,86132.037178,7.336670,1.665009,53.936230,-38.145863,-106.605042,33.644432
neg,86234.874242,7.631260,2.951720,75.938603,-13.381051,-106.366669,33.866898
neg,85946.551533,10.901731,1.696039,81.315629,-21.595311,-106.308411,33.793110
neg,85937.180120,5.493500,3.470350,70.709099,24.182069,-106.423325,34.204334
neg,86190.656449,6.619260,1.398700,66.344560,20.360635,-106.470612,34.170006
